model_id,car_id,firm_id,price,domestic,japan,european,const,hpwt,air,mpd,space,mpg,trend,year,share,quantity,logit_depvar
  SA9971,1498,11,8.333333333,0,0,1,1,0.34939759,0,2.122912088,1.1352,1.908,0,71,3.51851E-05,2.346,-10.12237598
TYCORO71,1501,1,4.920987654,0,1,0,1,0.450127877,0,2.584656593,0.948,2.323,0,71,0.001746281,116.435,-6.21775455
TYCORO71,1503,1,5.308641975,0,1,0,1,0.497695853,0,2.388832418,1.0354,2.147,0,71,0.001017728,67.858,-6.75767044
TYCRMK71,1504,1,5.62962963,0,1,0,1,0.467532468,0,2.298708791,1.1008,2.066,0,71,0.001171216,78.092,-6.617200108
TYCROW71,1505,1,7.034567901,0,1,0,1,0.387858347,0,1.773543956,1.2395,1.594,0,71,5.90017E-05,3.934,-9.605431007
TYCELI71,1506,1,6.414814815,0,1,0,1,0.427312775,0,2.335425824,1.0332,2.099,0,71,0.000263543,17.572,-8.108781001
VWBEET71,1507,7,4.555555556,0,0,1,1,0.319148936,0,2.692582418,0.9699,2.42,0,71,0.005317865,354.574,-5.104170658
 VWSQB71,1508,7,6.417283951,0,0,1,1,0.240629338,0,2.480068681,1.1008,2.229,0,71,0.001202772,80.196,-6.590614089
 VW41171,1509,7,7.404938272,0,0,1,1,0.328293737,0,2.060604396,1.1946,1.852,0,71,0.000371648,24.78,-7.765050851
 VV14471,1510,6,8.320987654,0,0,1,1,0.376114773,0,2.182994505,1.2627,1.962,0,71,0.000161527,10.77,-8.598323236
 VV16471,1511,6,10.2345679,0,0,1,1,0.441330998,0,2.082857143,1.2648,1.872,0,71,0.000145345,9.691,-8.703890107
AMGREM72,254,15,4.782296651,1,0,0,1,0.40096231,0,2.253263158,1.1502,1.946,1,72,0.001467861,100.183,-6.382279292
AMHORN72,256,15,5.418660287,1,0,0,1,0.371609067,0,2.161789474,1.278,1.867,1,72,0.000795153,54.27,-6.995306218
AMJAVL72,258,15,6.715311005,1,0,0,1,0.347705146,0,1.964947368,1.4592,1.697,1,72,0.000383174,26.152,-7.725352136
AMMATA72,260,15,6.660287081,1,0,0,1,0.315357931,0,2.130526316,1.6068,1.84,1,72,0.000532022,36.311,-7.39715708
AMAMBS71,262,15,9.294258373,1,0,0,1,0.42408821,0,1.660421053,1.6536,1.434,1,72,0.000438382,29.92,-7.590750653
BKLSAB72,265,19,9.468899522,1,0,0,1,0.357057843,0,1.511052632,1.768,1.305,1,72,0.002451217,167.298,-5.869501152
BKCNTU72,266,19,10.784689,1,0,0,1,0.510667272,0,1.420736842,1.768,1.227,1,72,0.000457415,31.219,-7.548250922
BKELCT72,267,19,11.69856459,1,0,0,1,0.49833887,0,1.326947368,1.816,1.146,1,72,0.002454235,167.504,-5.868270574
BKRIVE72,268,19,12.31818182,1,0,0,1,0.575638959,0,1.360526316,1.744,1.175,1,72,0.00947277,646.526,-4.517664392
CDCALA72,269,19,14.20574163,1,0,0,1,0.468284376,0,1.272526316,1.816,1.099,1,72,0.000101288,6.913,-9.055874109
CDDEVI72,270,19,15.28708134,1,0,0,1,0.46199076,0,1.252842105,1.816,1.082,1,72,0.002739506,186.974,-5.758308236
CDELDR72,271,19,17.29665072,1,0,0,1,0.501922255,0,1.194947368,1.784,1.032,1,72,0.000587273,40.082,-7.29835045
CDFLTW72,272,19,18.27033493,1,0,0,1,0.45286126,0,1.252842105,1.84,1.082,1,72,0.000291146,19.871,-8.000016423
CVVEGA72,273,19,4.928229665,1,0,0,1,0.370713624,0,2.393368421,1.122,2.067,1,72,0.003885965,265.221,-5.408714365
CVNOVA72,274,19,5.69138756,1,0,0,1,0.368879946,0,2.014736842,1.387,1.74,1,72,0.004664474,318.355,-5.226110693
CVCHEV72,276,19,6.306220096,1,0,0,1,0.343320849,0,1.894315789,1.5352,1.636,1,72,0.004694437,320.4,-5.219707591
CVCAMA72,281,19,6.531100478,1,0,0,1,0.352451137,0,1.802842105,1.41,1.557,1,72,0.000687638,46.932,-7.14057806
CVMNTC72,283,19,8.043062201,1,0,0,1,0.470621791,0,1.850315789,1.5732,1.598,1,72,0.002963649,202.272,-5.679664479
CVBISC72,284,19,7.354066986,1,0,0,1,0.285195748,0,1.831789474,1.76,1.582,1,72,0.000228612,15.603,-8.241814602
CVBELA72,286,19,7.66507177,1,0,0,1,0.285417748,0,1.582842105,1.76,1.367,1,72,0.00059098,40.335,-7.292058227
CVIMPA72,288,19,8.059808612,1,0,0,1,0.280040733,0,1.553894737,1.76,1.342,1,72,0.008335717,568.921,-4.645536221
CVCAPR72,290,19,9.590909091,1,0,0,1,0.407088123,0,1.369789474,1.76,1.183,1,72,0.002685602,183.295,-5.778180929
CVCORV72,292,19,13.09090909,1,0,0,1,0.622083981,0,1.739157895,1.2627,1.502,1,72,0.00038376,26.192,-7.723823785
CRNEWP72,293,16,9.69138756,1,0,0,1,0.463980464,0,1.440421053,1.8,1.244,1,72,0.001115588,76.14,-6.656704055
CRNEWY72,294,16,11.63875598,1,0,0,1,0.519031142,0,1.383684211,1.8,1.195,1,72,0.000250048,17.066,-8.152189626
DGCOLT72,295,16,5.342105263,1,0,0,1,0.401548137,0,2.415368421,1.0168,2.086,1,72,0.000498996,34.057,-7.461242214
DGDART72,297,16,5.789473684,1,0,0,1,0.350262697,0,2.165263158,1.379,1.87,1,72,0.00327774,223.709,-5.578931706
DGCHLN72,300,16,6.674641148,1,0,0,1,0.358306189,0,1.806315789,1.4784,1.56,1,72,0.000368713,25.165,-7.763823666
DGCORN72,303,16,6.509569378,1,0,0,1,0.328358209,0,1.738,1.6146,1.501,1,72,0.001990374,135.845,-6.077763276
DGPOLA71,308,16,8.655502392,1,0,0,1,0.391134289,0,1.509894737,1.76,1.304,1,72,0.001196525,81.664,-6.586664538
DGMONA72,309,16,9.796650718,1,0,0,1,0.439698492,0,1.433473684,1.784,1.238,1,72,0.000314457,21.462,-7.922993876
FDPINT72,311,18,4.688995215,1,0,0,1,0.262008734,0,2.448947368,1.141,2.115,1,72,0.006300318,430.003,-4.92548562
FDMAVE72,314,18,5.251196172,1,0,0,1,0.379981464,0,2.709473684,1.3277,2.34,1,72,0.003350119,228.649,-5.557089729
FDTORI72,316,18,6.318181818,1,0,0,1,0.279165442,0,1.817894737,1.696,1.57,1,72,0.000830361,56.673,-6.951979899
FDMUST72,319,18,6.409090909,1,0,0,1,0.341732827,0,2.078421053,1.425,1.795,1,72,0.00169155,115.45,-6.24044027
FDGRAN72,321,18,6.854066986,1,0,0,1,0.355908777,0,1.975368421,1.425,1.706,1,72,0.004339731,296.191,-5.298273289
FDCUST72,323,18,7.765550239,1,0,0,1,0.27680731,0,1.669684211,1.752,1.442,1,72,0.00032234,22,-7.898235352
FDGLX572,324,18,8.461722488,1,0,0,1,0.273572377,0,1.652315789,1.752,1.427,1,72,0.002647141,180.67,-5.792605643
 FDLTD72,327,18,9.306220096,1,0,0,1,0.376383764,0,1.446210526,1.752,1.249,1,72,0.004372375,298.419,-5.290779267
FDTHNB72,329,18,12.66267943,1,0,0,1,0.484793048,0,1.250526316,1.728,1.08,1,72,0.000819944,55.962,-6.964604917
IMLEBA72,330,16,16.215311,1,0,0,1,0.454086781,1,1.330421053,1.888,1.149,1,72,0.000209828,14.321,-8.327550814
LCCONT72,331,18,17.46889952,1,0,0,1,0.451795079,1,1.541157895,1.8,1.331,1,72,0.000656401,44.8,-7.187069666
LCMARK72,332,18,20.66985646,1,0,0,1,0.442404007,1,1.310736842,1.768,1.132,1,72,0.000727227,49.634,-7.084601723
MCCOME72,333,18,5.736842105,1,0,0,1,0.534779357,0,2.336631579,1.3277,2.018,1,72,0.000975473,66.577,-6.790918633
MCMONT72,335,18,6.801435407,1,0,0,1,0.405327157,0,1.673157895,1.6827,1.445,1,72,0.001575449,107.526,-6.311545127
MCCOUG72,337,18,7.215311005,1,0,0,1,0.499695308,0,1.674315789,1.4972,1.446,1,72,0.000705894,48.178,-7.11437532
MCMONT72,338,18,9.074162679,1,0,0,1,0.39410058,0,1.426526316,1.8,1.232,1,72,0.000368654,25.161,-7.763982629
MCMARQ72,340,18,10.74880383,1,0,0,1,0.474236206,0,1.555052632,1.8,1.343,1,72,0.00124363,84.879,-6.548051093
ODCUTL71,342,19,7.33492823,1,0,0,1,0.464711008,0,1.76,1.6016,1.52,1,72,0.004136408,282.314,-5.346257879
ODDELT72,344,19,9.444976077,1,0,0,1,0.38213518,0,1.496,1.784,1.292,1,72,0.001519758,103.725,-6.34753464
  OD9872,346,19,11.5,1,0,0,1,0.505845324,0,1.432315789,1.824,1.237,1,72,0.001743974,119.028,-6.209919046
ODTORN72,347,19,12.77751196,1,0,0,1,0.550176056,0,1.376736842,1.768,1.189,1,72,0.000680767,46.463,-7.150621509
PLVALA72,351,16,5.653110048,1,0,0,1,0.357142857,0,2.159473684,1.3419,1.865,1,72,0.004330691,295.574,-5.300358577
PLBARC72,353,16,6.483253589,1,0,0,1,0.361842105,0,1.842210526,1.4025,1.591,1,72,0.000251352,17.155,-8.146988129
PLSATL72,356,16,6.406698565,1,0,0,1,0.335365854,0,1.769263158,1.6195,1.528,1,72,0.001873877,127.894,-6.13807601
PLFURY71,359,16,8.28708134,1,0,0,1,0.390625,0,1.515684211,1.744,1.309,1,72,0.000337021,23.002,-7.853696637
PTVNTU72,362,19,5.870813397,1,0,0,1,0.369251427,0,2.008947368,1.4235,1.735,1,72,0.000969627,66.178,-6.796929724
PTLEMA72,364,19,6.732057416,1,0,0,1,0.336494341,0,1.812105263,1.5939,1.565,1,72,0.002558527,174.622,-5.826654168
PTLMNS72,366,19,8.107655502,1,0,0,1,0.398505604,0,1.450842105,1.5939,1.253,1,72,0.000320347,21.864,-7.904436357
PTFIRB72,367,19,6.789473684,1,0,0,1,0.347112654,0,1.832947368,1.4208,1.583,1,72,0.002611991,178.271,-5.805972941
PTCATL72,369,19,8.88277512,1,0,0,1,0.38517092,0,1.504105263,1.784,1.299,1,72,0.00054364,37.104,-7.375553025
PTBNNV72,370,19,9.973684211,1,0,0,1,0.431436567,0,1.435789474,1.816,1.24,1,72,0.001417063,96.716,-6.417498957
AR200072,1512,20,10.17703349,0,0,1,1,0.528255528,0,2.036736842,1.0726,1.759,1,72,2.90399E-05,1.982,-10.30517137
  AD9072,1513,7,7.64354067,0,0,1,1,0.419189567,0,2.312315789,1.1136,1.997,1,72,0.000399818,27.288,-7.682830761
BWBAVR72,1516,8,13.28947368,0,0,1,1,0.662944871,0,1.881578947,1.2765,1.625,1,72,0.000399306,27.253,-7.684114199
CPSPOR72,1517,25,6.04784689,0,0,1,1,0.303889789,0,2.168736842,1.092,1.873,1,72,2.3311E-05,1.591,-10.52491506
DTLB1172,1519,2,4.727272727,0,1,0,1,0.428481411,0,2.910947368,0.906,2.514,1,72,0.000962931,65.721,-6.803859297
DTPL5171,1520,2,5.875598086,0,1,0,1,0.450759432,0,2.600631579,0.992,2.246,1,72,0.001059765,72.33,-6.708038825
 FT12872,1523,17,4.803827751,0,0,1,1,0.279202279,0,2.842631579,0.9702,2.455,1,72,6.58452E-05,4.494,-9.486534632
 MZ80872,1525,4,5.490430622,0,1,0,1,0.357142857,0,2.760421053,1.008,2.384,1,72,5.11348E-05,3.49,-9.73937607
 MZRX372,1527,4,6.925837321,0,1,0,1,0.43062201,0,2.476736842,1.008,2.139,1,72,8.09952E-05,5.528,-9.279451719
MB220/71,1528,9,14.99282297,0,0,1,1,0.395574925,0,1.883894737,1.295,1.627,1,72,3.83584E-05,2.618,-10.02686714
MB220071,1529,9,15.34210526,0,0,1,1,0.386252046,0,1.849157895,1.295,1.597,1,72,8.74419E-05,5.968,-9.202865943
MB250/72,1530,9,17.26794258,0,0,1,1,0.496992719,0,1.763473684,1.295,1.523,1,72,4.78967E-05,3.269,-9.804793678
MB280S72,1531,9,22.73444976,0,0,1,1,0.463673952,1,1.757684211,1.3896,1.518,1,72,0.00019103,13.038,-8.421409635
  OP3172,1532,26,4.901913876,0,0,1,1,0.399573788,0,2.545052632,1.0044,2.198,1,72,1.29229E-05,0.882,-11.11484103
 PG50471,1533,14,8.935406699,0,0,1,1,0.388118812,0,2.138631579,1.1682,1.847,1,72,4.63143E-05,3.161,-9.838389373
PSRDST72,1534,12,8.983253589,0,0,1,1,0.430816016,0,2.457052632,1.0205,2.122,1,72,0.000226795,15.479,-8.249793539
PS911T72,1535,12,17.34449761,0,0,1,1,0.6367713,0,2.120105263,1.0496,1.831,1,72,7.67608E-05,5.239,-9.333147165
 RNR1272,1536,24,5.490430622,0,0,1,1,0.356097561,0,2.459368421,1.1245,2.124,1,72,4.49371E-05,3.067,-9.868577921
SA99RE72,1537,11,9.078947368,0,0,1,1,0.37254902,0,2.054105263,1.1524,1.774,1,72,4.56843E-05,3.118,-9.852086035
TYCORO71,1540,1,5.217703349,0,1,0,1,0.450127877,0,2.689789474,0.948,2.323,1,72,0.001595522,108.896,-6.298884507
TYCORO71,1542,1,5.705741627,0,1,0,1,0.447004608,0,2.655052632,0.9405,2.293,1,72,0.000724927,49.477,-7.087769891
TYMKII72,1543,1,6.145933014,0,1,0,1,0.420824295,0,2.474421053,1.1008,2.137,1,72,0.000875357,59.744,-6.899209038
VWBEET71,1545,7,4.782296651,0,0,1,1,0.319148936,0,2.802105263,0.9699,2.42,1,72,0.005281227,360.449,-5.101927329
VWSQBA72,1546,7,6.576555024,0,0,1,1,0.240629338,0,2.580947368,1.1008,2.229,1,72,0.000725689,49.529,-7.086719449
 VW41171,1547,7,7.83492823,0,0,1,1,0.328293737,0,2.061052632,1.1946,1.78,1,72,0.000477092,32.562,-7.506131841
 VV14471,1548,6,8.588516746,0,0,1,1,0.374517375,0,2.122421053,1.2627,1.833,1,72,0.000149844,10.227,-8.664246524
 VV16471,1549,6,10.45454545,0,0,1,1,0.433287483,0,1.915157895,1.2648,1.654,1,72,0.00014873,10.151,-8.671705583
AMGREM72,373,15,4.725225225,1,0,0,1,0.378501136,0,2.067804124,1.1786,1.807,2,73,0.001904093,133.018,-6.138767619
AMHORN72,375,15,5.277027027,1,0,0,1,0.350385424,0,2.079247423,1.3135,1.817,2,73,0.001288724,90.029,-6.529120236
AMJAVL72,377,15,6.506756757,1,0,0,1,0.348675035,0,1.923618557,1.4668,1.681,2,73,0.000384975,26.894,-7.737348863
AMMATA72,379,15,6.425675676,1,0,0,1,0.304043782,0,1.828639175,1.6302,1.598,2,73,0.000624429,43.622,-7.253690467
AMAMBS71,381,15,10.0472973,1,0,0,1,0.398618124,1,1.694752577,1.6614,1.481,2,73,0.00042195,29.477,-7.645641779
BKAPOL73,382,19,5.918918919,1,0,0,1,0.317258883,0,1.948793814,1.4454,1.703,2,73,0.000525043,36.679,-7.427047693
BKCENT73,384,19,6.885135135,1,0,0,1,0.396825397,0,1.521958763,1.6614,1.33,2,73,0.003489772,243.792,-5.532936674
BKLSAB72,387,19,9.004504505,1,0,0,1,0.354274917,0,1.399515464,1.8,1.223,2,73,0.002042643,142.697,-6.068528576
BKCNTU73,389,19,9.887387387,1,0,0,1,0.404250404,0,1.32856701,1.8,1.161,2,73,0.000719664,50.275,-7.111744141
BKELCT72,390,19,11.0990991,1,0,0,1,0.491159136,0,1.290804124,1.84,1.128,2,73,0.002141156,149.579,-6.021427395
BKRIVE72,391,19,11.75900901,1,0,0,1,0.557289345,0,1.297670103,1.792,1.134,2,73,0.000399533,27.911,-7.7002312
CDCALA72,392,19,13.5990991,1,0,0,1,0.444175247,0,1.265628866,1.832,1.106,2,73,0.000101991,7.125,-9.065642351
CDDEVI72,393,19,14.63963964,1,0,0,1,0.441323972,0,1.256474227,1.832,1.098,2,73,0.002893772,202.156,-5.7202124
CDELDR72,394,19,16.57657658,1,0,0,1,0.481557377,0,1.122587629,1.776,0.981,2,73,0.000718662,50.205,-7.113137454
CDFLTW72,395,19,17.48873874,1,0,0,1,0.43120345,0,1.253041237,1.856,1.095,2,73,0.000319286,22.305,-7.924441208
CVVEGA73,396,19,4.70045045,1,0,0,1,0.324470482,0,2.349309278,1.1418,2.053,2,73,0.004842454,338.289,-5.205351517
CVNOVA72,397,19,5.421171171,1,0,0,1,0.326264274,0,2.00143299,1.4235,1.749,2,73,0.004730171,330.445,-5.228811846
CVCAMA72,405,19,6.263513514,1,0,0,1,0.320615582,0,1.856103093,1.4175,1.622,2,73,0.001511502,105.592,-6.369669466
CVMNTC73,407,19,7.691441441,1,0,0,1,0.390519795,0,1.762268041,1.6458,1.54,2,73,0.00399562,279.13,-5.397574454
